job_key,company,title,location,department,urls,date_posted,first_seen,first_seen_pt,track,scored,score_method,experience_score,reason,emailed,source_uids
TSMC:19859,TSMC,(Senior) Operations Resource Planning Engineer (m/f/d),Germany-Dresden,Corporate Planning,https://careers.tsmc.com/en_US/careers/JobDetail?jobId=19859&source=External%2BCareer%2BSite,"Posted: Apr 30, 2026",2026-07-11T03:36:34+00:00,2026-07-10 20:36 Fri,,false,,,,false,avature:TSMC:19859
TSMC:16501,TSMC,2025-2026 TSMC AZ Technician,USA-Arizona,Manufacturing (fabs),https://careers.tsmc.com/en_US/careers/JobDetail?jobId=16501&source=External%2BCareer%2BSite,"Posted: Jun 11, 2025",2026-07-11T03:36:34+00:00,2026-07-10 20:36 Fri,,false,,,,false,avature:TSMC:16501
TSMC:19784,TSMC,2026 Executive Assistant,USA-Arizona,Administration,https://careers.tsmc.com/en_US/careers/JobDetail?jobId=19784&source=External%2BCareer%2BSite,"Posted: Apr 20, 2026",2026-07-11T03:36:34+00:00,2026-07-10 20:36 Fri,,false,,,,false,avature:TSMC:19784
TSMC:21822,TSMC,"2026 Technician Apprenticeship Program (Facilities, Equipment, and Process)",USA-Arizona,,https://careers.tsmc.com/en_US/careers/JobDetail?jobId=21822&source=External%2BCareer%2BSite,"Posted: May 27, 2026",2026-07-11T03:36:34+00:00,2026-07-10 20:36 Fri,,false,,,,false,avature:TSMC:21822
TSMC:22603,TSMC,2026 TSMC Virtual Series Registration,USA-Arizona,,https://careers.tsmc.com/en_US/careers/JobDetail?jobId=22603&source=External%2BCareer%2BSite,"Posted: Jul 09, 2026",2026-07-11T03:36:34+00:00,2026-07-10 20:36 Fri,,false,,,,false,avature:TSMC:22603
TSMC:19032,TSMC,2026 台積電校園徵才 2026 TSMC Campus Recruitment,Taiwan,,https://careers.tsmc.com/en_US/careers/JobDetail?jobId=19032&source=External%2BCareer%2BSite,"Posted: Mar 18, 2026",2026-07-11T03:36:34+00:00,2026-07-10 20:36 Fri,,false,,,,false,avature:TSMC:19032
TSMC:451,TSMC,3DIC flow engineer,Taiwan,IC Design Technology,https://careers.tsmc.com/en_US/careers/JobDetail?jobId=451&source=External%2BCareer%2BSite,"Posted: Mar 17, 2026",2026-07-11T03:36:34+00:00,2026-07-10 20:36 Fri,,false,,,,false,avature:TSMC:451
TSMC:16562,TSMC,[Fall 2025/Spring 2026] TSMC Engineering Career Opportunities (US Locations),USA-Arizona,,https://careers.tsmc.com/en_US/careers/JobDetail?jobId=16562&source=External%2BCareer%2BSite,"Posted: Apr 27, 2026",2026-07-11T03:36:34+00:00,2026-07-10 20:36 Fri,,false,,,,false,avature:TSMC:16562
TSMC:19490,TSMC,[Summer 2026] Facilities Project Coordinator - Intern,USA-Arizona,,https://careers.tsmc.com/en_US/careers/JobDetail?jobId=19490&source=External%2BCareer%2BSite,"Posted: Mar 09, 2026",2026-07-11T03:36:34+00:00,2026-07-10 20:36 Fri,,false,,,,false,avature:TSMC:19490
TSMC:19471,TSMC,[Summer 2026] Legal Intern,USA-Arizona,,https://careers.tsmc.com/en_US/careers/JobDetail?jobId=19471&source=External%2BCareer%2BSite,"Posted: Feb 26, 2026",2026-07-11T03:36:34+00:00,2026-07-10 20:36 Fri,,false,,,,false,avature:TSMC:19471
TSMC:19479,TSMC,[Summer 2026] Security Compliance Data Intern,USA-Arizona,,https://careers.tsmc.com/en_US/careers/JobDetail?jobId=19479&source=External%2BCareer%2BSite,"Posted: Mar 02, 2026",2026-07-11T03:36:34+00:00,2026-07-10 20:36 Fri,,false,,,,false,avature:TSMC:19479
TSMC:16377,TSMC,[Summer 2026] TSMC AZ Internship Opportunities - Facility Roles,USA-Arizona,,https://careers.tsmc.com/en_US/careers/JobDetail?jobId=16377&source=External%2BCareer%2BSite,"Posted: May 09, 2025",2026-07-11T03:36:34+00:00,2026-07-10 20:36 Fri,,false,,,,false,avature:TSMC:16377
TSMC:19876,TSMC,[Summer 2027] TSMC AZ Internship Opportunities - Engineering Roles,USA-Arizona,,https://careers.tsmc.com/en_US/careers/JobDetail?jobId=19876&source=External%2BCareer%2BSite,"Posted: Jun 12, 2026",2026-07-11T03:36:34+00:00,2026-07-10 20:36 Fri,,false,,,,false,avature:TSMC:19876
TSMC:22504,TSMC,[Summer 2027] TSMC AZ Internship Opportunities - Facility Roles,USA-Arizona,,https://careers.tsmc.com/en_US/careers/JobDetail?jobId=22504&source=External%2BCareer%2BSite,"Posted: Jun 12, 2026",2026-07-11T03:36:34+00:00,2026-07-10 20:36 Fri,,false,,,,false,avature:TSMC:22504
