job_key,company,title,location,department,urls,date_posted,first_seen,track,scored,score_method,experience_score,reason,emailed,source_uids
Mashgin:e3c8c967-68d2-41d0-8ecc-218b88e9ca65,Mashgin,AI Data Labeler,Remote,Software Engineering,https://jobs.lever.co/mashgin/e3c8c967-68d2-41d0-8ecc-218b88e9ca65,1780958046620,2026-07-10T15:37:18+00:00,Computer Vision,true,Keyword,73,keyword-only heuristic,true,lever:Mashgin:e3c8c967-68d2-41d0-8ecc-218b88e9ca65
Mashgin:d7a3d123-e0ff-4563-bf4c-b336124ca0ee,Mashgin,AI Developer Experience,"Palo Alto, CA",Software Engineering,https://jobs.lever.co/mashgin/d7a3d123-e0ff-4563-bf4c-b336124ca0ee,1772823079852,2026-07-10T15:37:18+00:00,AI / ML,true,Keyword,76,keyword-only heuristic,true,lever:Mashgin:d7a3d123-e0ff-4563-bf4c-b336124ca0ee
Mashgin:19a14c15-5e89-4fb2-be7a-5c1be01ba952,Mashgin,Builder,"Palo Alto, CA",Software Engineering,https://jobs.lever.co/mashgin/19a14c15-5e89-4fb2-be7a-5c1be01ba952,1772822051610,2026-07-10T15:37:18+00:00,Computer Vision,true,Keyword,100,keyword-only heuristic,true,lever:Mashgin:19a14c15-5e89-4fb2-be7a-5c1be01ba952
Mashgin:7e083f97-0e98-4e2f-bb3d-176ca6447cfc,Mashgin,HR and Operations Generalist,"Palo Alto, CA",Human Resources,https://jobs.lever.co/mashgin/7e083f97-0e98-4e2f-bb3d-176ca6447cfc,1775758379817,2026-07-10T15:37:18+00:00,,false,,,,false,lever:Mashgin:7e083f97-0e98-4e2f-bb3d-176ca6447cfc
Mashgin:7ea6f7ba-7d7e-43de-936c-f6ec675279bd,Mashgin,Lead Deployment Engineer,Remote,Deployment,https://jobs.lever.co/mashgin/7ea6f7ba-7d7e-43de-936c-f6ec675279bd,1780588440260,2026-07-10T15:37:18+00:00,,false,,,,false,lever:Mashgin:7ea6f7ba-7d7e-43de-936c-f6ec675279bd
Mashgin:48208cc8-cac8-46a3-895f-1c125a674e6c,Mashgin,Mechanical Product Design Engineer,"San Jose, CA",Hardware Engineering,https://jobs.lever.co/mashgin/48208cc8-cac8-46a3-895f-1c125a674e6c,1771535820010,2026-07-10T15:37:18+00:00,,false,,,,false,lever:Mashgin:48208cc8-cac8-46a3-895f-1c125a674e6c
Mashgin:4beb7212-bb9e-4c23-8a43-fb8d2dc35f1f,Mashgin,Remote Technical Support,Remote,Customer Support & Field Support,https://jobs.lever.co/mashgin/4beb7212-bb9e-4c23-8a43-fb8d2dc35f1f,1769629313487,2026-07-10T15:37:18+00:00,,false,,,,false,lever:Mashgin:4beb7212-bb9e-4c23-8a43-fb8d2dc35f1f
Mashgin:8a2ac04e-7c69-423d-b797-90dfda3205fc,Mashgin,"Senior Software Engineer, Backend (AdTech)","Palo Alto, CA",Software Engineering,https://jobs.lever.co/mashgin/8a2ac04e-7c69-423d-b797-90dfda3205fc,1783726967867,2026-07-10T23:54:55+00:00,AI / ML,true,Keyword,88,keyword-only heuristic,true,lever:Mashgin:8a2ac04e-7c69-423d-b797-90dfda3205fc
Mashgin:f3176417-e303-4bff-a17c-59715534bd26,Mashgin,"Senior Software Engineer, Computer Vision and Deep Learning","Palo Alto, CA",Software Engineering,https://jobs.lever.co/mashgin/f3176417-e303-4bff-a17c-59715534bd26,1672678620013,2026-07-10T15:37:18+00:00,Computer Vision,true,Keyword,82,keyword-only heuristic,true,lever:Mashgin:f3176417-e303-4bff-a17c-59715534bd26
Mashgin:0c1fa72b-bcbf-46f7-a65e-24ef3c13f97f,Mashgin,"Senior Software Engineer, Integrations","Chicago, IL",Software Engineering,https://jobs.lever.co/mashgin/0c1fa72b-bcbf-46f7-a65e-24ef3c13f97f,1783704740574,2026-07-10T23:35:50+00:00,Software Engineering,true,Keyword,67,keyword-only heuristic,true,lever:Mashgin:0c1fa72b-bcbf-46f7-a65e-24ef3c13f97f
Mashgin:da733114-d2b5-4abf-92e3-c034ce970a86,Mashgin,"Senior Software Engineer, Machine Learning and Artificial Intelligence","Palo Alto, CA",Software Engineering,https://jobs.lever.co/mashgin/da733114-d2b5-4abf-92e3-c034ce970a86,1672678708515,2026-07-10T15:37:18+00:00,AI / ML,true,Keyword,88,keyword-only heuristic,true,lever:Mashgin:da733114-d2b5-4abf-92e3-c034ce970a86
Mashgin:f7f9e38b-c319-4c85-aac3-50e08d888ebd,Mashgin,"Senior Software Engineer, Product","Palo Alto, CA",Software Engineering,https://jobs.lever.co/mashgin/f7f9e38b-c319-4c85-aac3-50e08d888ebd,1672678481535,2026-07-10T15:37:18+00:00,Software Engineering,true,Keyword,88,keyword-only heuristic,true,lever:Mashgin:f7f9e38b-c319-4c85-aac3-50e08d888ebd
Mashgin:a271b8e0-73f5-495b-9459-9488d4cc734d,Mashgin,Senior Technical Product Manager,"Palo Alto, CA",Product Development,https://jobs.lever.co/mashgin/a271b8e0-73f5-495b-9459-9488d4cc734d,1724346660544,2026-07-10T15:37:18+00:00,AI / ML,true,Keyword,94,keyword-only heuristic,true,lever:Mashgin:a271b8e0-73f5-495b-9459-9488d4cc734d
Mashgin:3621bdb7-757a-4402-8657-7e8c9237235b,Mashgin,"Software Engineer, Full Stack","Palo Alto, CA",Software Engineering,https://jobs.lever.co/mashgin/3621bdb7-757a-4402-8657-7e8c9237235b,1768242442504,2026-07-10T15:37:18+00:00,Computer Vision,true,Keyword,79,keyword-only heuristic,true,lever:Mashgin:3621bdb7-757a-4402-8657-7e8c9237235b
Mashgin:61092a1a-3e1b-4b70-8384-7abf807774e8,Mashgin,"Software Engineer, Full-Stack",Belo Horizonte,Software Engineering,https://jobs.lever.co/mashgin/61092a1a-3e1b-4b70-8384-7abf807774e8,1773114331290,2026-07-10T15:37:18+00:00,,false,,,,false,lever:Mashgin:61092a1a-3e1b-4b70-8384-7abf807774e8
Mashgin:f82e7b37-9e91-416e-97b6-64449ab28f48,Mashgin,"Software Engineer, Full-Stack",Curitiba,Software Engineering,https://jobs.lever.co/mashgin/f82e7b37-9e91-416e-97b6-64449ab28f48,1773114201855,2026-07-10T15:37:18+00:00,,false,,,,false,lever:Mashgin:f82e7b37-9e91-416e-97b6-64449ab28f48
Mashgin:a2cd54bf-7a30-4ecb-ba62-755094100b27,Mashgin,"Software Engineer, Infrastructure","Palo Alto, CA",Software Engineering,https://jobs.lever.co/mashgin/a2cd54bf-7a30-4ecb-ba62-755094100b27,1772490162608,2026-07-10T15:37:18+00:00,AI / ML,true,Keyword,82,keyword-only heuristic,true,lever:Mashgin:a2cd54bf-7a30-4ecb-ba62-755094100b27
