job_key,company,title,location,department,urls,date_posted,first_seen,track,scored,score_method,experience_score,reason,emailed,source_uids
Orchard Robotics:fa2d945f-2ba1-400f-9317-4a8269b0d1e8,Orchard Robotics,Business Operations,San Francisco,Operations,https://jobs.ashbyhq.com/orchard/fa2d945f-2ba1-400f-9317-4a8269b0d1e8,2026-03-14T00:52:13.697+00:00,2026-07-10T15:37:18+00:00,,false,,,,false,ashby:Orchard Robotics:fa2d945f-2ba1-400f-9317-4a8269b0d1e8
Orchard Robotics:251467ec-d294-4f0e-b4a4-74e56f936c0d,Orchard Robotics,Customer Success Manager,California,Operations,https://jobs.ashbyhq.com/orchard/251467ec-d294-4f0e-b4a4-74e56f936c0d,2026-03-13T01:31:50.005+00:00,2026-07-10T15:37:18+00:00,,false,,,,false,ashby:Orchard Robotics:251467ec-d294-4f0e-b4a4-74e56f936c0d
Orchard Robotics:7bb1fca8-8663-467a-96ca-3292894f2c94,Orchard Robotics,Customer Success Manager (Spanish Speaking),California,Operations,https://jobs.ashbyhq.com/orchard/7bb1fca8-8663-467a-96ca-3292894f2c94,2026-05-26T18:48:56.770+00:00,2026-07-10T15:37:18+00:00,,false,,,,false,ashby:Orchard Robotics:7bb1fca8-8663-467a-96ca-3292894f2c94
Orchard Robotics:d59e3ca1-683e-4398-8b9e-5817bd2b746c,Orchard Robotics,"Field Operations Technician (Central Valley, CA)","Central Valley, CA",Operations,https://jobs.ashbyhq.com/orchard/d59e3ca1-683e-4398-8b9e-5817bd2b746c,2025-07-28T06:10:41.677+00:00,2026-07-10T15:37:18+00:00,,false,,,,false,ashby:Orchard Robotics:d59e3ca1-683e-4398-8b9e-5817bd2b746c
Orchard Robotics:68f81b23-3482-4238-b92d-7f017c840eba,Orchard Robotics,"Field Operations Technician (Napa, CA)",Northern CA,Operations,https://jobs.ashbyhq.com/orchard/68f81b23-3482-4238-b92d-7f017c840eba,2026-03-10T00:51:19.521+00:00,2026-07-10T15:37:18+00:00,,false,,,,false,ashby:Orchard Robotics:68f81b23-3482-4238-b92d-7f017c840eba
Orchard Robotics:44c52749-6888-444b-8cc9-b8fccec08194,Orchard Robotics,"Field Operations Technician (Sacramento, CA)",Sacramento Valley,Operations,https://jobs.ashbyhq.com/orchard/44c52749-6888-444b-8cc9-b8fccec08194,2026-03-27T23:41:27.838+00:00,2026-07-10T15:37:18+00:00,,false,,,,false,ashby:Orchard Robotics:44c52749-6888-444b-8cc9-b8fccec08194
Orchard Robotics:0675dc61-268c-49e6-8fd7-dbb67b902197,Orchard Robotics,"Field Operations Technician (San Luis Obispo, CA)","Central Coast, CA",Operations,https://jobs.ashbyhq.com/orchard/0675dc61-268c-49e6-8fd7-dbb67b902197,2026-03-10T00:44:21.084+00:00,2026-07-10T15:37:18+00:00,Computer Vision,true,Keyword,100,keyword-only heuristic,true,ashby:Orchard Robotics:0675dc61-268c-49e6-8fd7-dbb67b902197
Orchard Robotics:5dcef6fc-7d78-4452-9442-ca7bfff98eaa,Orchard Robotics,"Field Operations Technician (Santa Maria, CA)","Central Coast, CA",Operations,https://jobs.ashbyhq.com/orchard/5dcef6fc-7d78-4452-9442-ca7bfff98eaa,2026-03-10T00:41:31.119+00:00,2026-07-10T15:37:18+00:00,Computer Vision,true,Keyword,100,keyword-only heuristic,true,ashby:Orchard Robotics:5dcef6fc-7d78-4452-9442-ca7bfff98eaa
Orchard Robotics:8b06df07-d199-4e3d-8007-374f82c789a2,Orchard Robotics,"Field Operations Technician (Santa Rosa, CA)",Northern CA,Operations,https://jobs.ashbyhq.com/orchard/8b06df07-d199-4e3d-8007-374f82c789a2,2026-03-10T00:50:58.183+00:00,2026-07-10T15:37:18+00:00,,false,,,,false,ashby:Orchard Robotics:8b06df07-d199-4e3d-8007-374f82c789a2
Orchard Robotics:b8f24465-3d29-446c-bac6-5ee49949a3b5,Orchard Robotics,Forward Deployed Robotics Engineer,San Francisco,Software Engineering,https://jobs.ashbyhq.com/orchard/b8f24465-3d29-446c-bac6-5ee49949a3b5,2025-05-27T02:04:24.062+00:00,2026-07-10T15:37:18+00:00,Computer Vision,true,Keyword,100,keyword-only heuristic,true,ashby:Orchard Robotics:b8f24465-3d29-446c-bac6-5ee49949a3b5
Orchard Robotics:58cc4c3f-3ef2-4fe3-a81f-160916e67aaa,Orchard Robotics,Machine Learning Engineer,San Francisco,Software Engineering,https://jobs.ashbyhq.com/orchard/58cc4c3f-3ef2-4fe3-a81f-160916e67aaa,2026-03-14T00:14:28.405+00:00,2026-07-10T15:37:18+00:00,Computer Vision,true,Keyword,100,keyword-only heuristic,true,ashby:Orchard Robotics:58cc4c3f-3ef2-4fe3-a81f-160916e67aaa
Orchard Robotics:4f81b000-c82a-4285-b05d-a7861a576d6f,Orchard Robotics,Robotics Software Engineer (Perception & Localization),San Francisco,Software Engineering,https://jobs.ashbyhq.com/orchard/4f81b000-c82a-4285-b05d-a7861a576d6f,2026-03-13T23:52:53.415+00:00,2026-07-10T15:37:18+00:00,Computer Vision,true,Keyword,100,keyword-only heuristic,true,ashby:Orchard Robotics:4f81b000-c82a-4285-b05d-a7861a576d6f
Orchard Robotics:4e79e280-3077-491e-abaa-fb4cffc7a4bf,Orchard Robotics,"Senior Enterprise Account Executive (Sacramento, CA)",Sacramento Valley,Sales & Marketing,https://jobs.ashbyhq.com/orchard/4e79e280-3077-491e-abaa-fb4cffc7a4bf,2026-03-18T22:28:48.033+00:00,2026-07-10T15:37:18+00:00,,false,,,,false,ashby:Orchard Robotics:4e79e280-3077-491e-abaa-fb4cffc7a4bf
Orchard Robotics:91a53e43-9b02-4557-a5e0-29923386256f,Orchard Robotics,Senior Full-Stack Engineer,San Francisco,Software Engineering,https://jobs.ashbyhq.com/orchard/91a53e43-9b02-4557-a5e0-29923386256f,2025-05-17T00:02:12.770+00:00,2026-07-10T15:37:18+00:00,Software Engineering,true,Keyword,100,keyword-only heuristic,true,ashby:Orchard Robotics:91a53e43-9b02-4557-a5e0-29923386256f
Orchard Robotics:49a214b1-4bcd-4fbb-83b6-d281fc4d1b30,Orchard Robotics,Senior Machine Learning Engineer,San Francisco,Software Engineering,https://jobs.ashbyhq.com/orchard/49a214b1-4bcd-4fbb-83b6-d281fc4d1b30,2026-03-14T07:48:55.575+00:00,2026-07-10T15:37:18+00:00,Computer Vision,true,Keyword,100,keyword-only heuristic,true,ashby:Orchard Robotics:49a214b1-4bcd-4fbb-83b6-d281fc4d1b30
Orchard Robotics:d9a6c7d4-0494-4eef-bec9-0353ef3c1661,Orchard Robotics,Senior Robotics Software Engineer (Perception & Localization),San Francisco,Software Engineering,https://jobs.ashbyhq.com/orchard/d9a6c7d4-0494-4eef-bec9-0353ef3c1661,2026-03-15T01:38:50.128+00:00,2026-07-10T15:37:18+00:00,Computer Vision,true,Keyword,100,keyword-only heuristic,true,ashby:Orchard Robotics:d9a6c7d4-0494-4eef-bec9-0353ef3c1661
