job_key,company,title,location,department,urls,date_posted,first_seen,track,scored,score_method,experience_score,reason,emailed,source_uids
Meta:https://www.metacareers.com/jobs/1468691051611430,Meta,Data Engineer - Product Analytics - University Grad,"Bellevue, Australia +2",,https://www.metacareers.com/jobs/1468691051611430,,2026-07-07T05:59:38+00:00,,false,,,,false,speedyapply:SpeedyApply SWE:https://www.metacareers.com/jobs/1468691051611430|speedyapply:SpeedyApply AI:https://www.metacareers.com/jobs/1468691051611430
Meta:613c87b3-0776-4db5-94de-3dac3d3140d4,Meta,Research Scientist Intern - 3D Vision & World Simulation - PhD,"Redmond, WA",,https://www.metacareers.com/jobs/2839011673109571,,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:613c87b3-0776-4db5-94de-3dac3d3140d4|speedyapply:SpeedyApply AI:https://www.metacareers.com/jobs/2839011673109571
Meta:30d1162f-2765-4044-9e44-203f4a85d5a1,Meta,Research Scientist Intern - AI Alignment,"Bellevue, Australia +5",,https://www.metacareers.com/jobs/1782902493113620,,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:30d1162f-2765-4044-9e44-203f4a85d5a1|speedyapply:SpeedyApply AI:https://www.metacareers.com/jobs/1782902493113620
Meta:ce2b8a69-f8a4-41dc-8b62-0a5987028ce6,Meta,Research Scientist Intern - AI/ML - Core Ads Growth,"London, UK",AI/ML/Data,https://www.metacareers.com/jobs/771948392580541,2026-03-05,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:ce2b8a69-f8a4-41dc-8b62-0a5987028ce6
Meta:98cc7fb2-2089-42ab-beb1-25caa21da6e5,Meta,Research Scientist Intern - Applied Vision and Image Quality - PhD,"Redmond, WA",,https://www.metacareers.com/jobs/1422892385992613,,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:98cc7fb2-2089-42ab-beb1-25caa21da6e5|speedyapply:SpeedyApply AI:https://www.metacareers.com/jobs/1422892385992613
Meta:41d0ba32-8c09-48c5-917a-2ee8e6af3a8d,Meta,Research Scientist Intern - FAIR - Language & Multimodal Foundations - PhD,"Menlo Park, CA +2",,https://www.metacareers.com/jobs/24536664159369645,,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:41d0ba32-8c09-48c5-917a-2ee8e6af3a8d|speedyapply:SpeedyApply AI:https://www.metacareers.com/jobs/24536664159369645
Meta:180cdc97-01ab-4340-9dbd-7d3d84a4cc85,Meta,Research Scientist Intern - Machine Perception for Input and Interaction - PhD,"Redmond, WA",,https://www.metacareers.com/jobs/779670167783218,,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:180cdc97-01ab-4340-9dbd-7d3d84a4cc85|speedyapply:SpeedyApply AI:https://www.metacareers.com/jobs/779670167783218
Meta:ba1e95d6-38c8-4dfd-98bb-f6954a1aaab8,Meta,Research Scientist Intern - Monetization Computer Vision,"Menlo Park, CA",AI/ML/Data,https://www.metacareers.com/jobs/2281218542616482,2026-07-10,2026-07-10T22:36:50+00:00,Computer Vision,true,Keyword,49,keyword-only heuristic,false,simplify:Simplify Internships:ba1e95d6-38c8-4dfd-98bb-f6954a1aaab8
Meta:49253634-daa9-4f92-89fc-e71ec916eb6b,Meta,Research Scientist Intern - Monetization Generative AI - LLM - PhD,"Bellevue, Australia +2",,https://www.metacareers.com/jobs/2916726525182155,,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:49253634-daa9-4f92-89fc-e71ec916eb6b|speedyapply:SpeedyApply AI:https://www.metacareers.com/jobs/2916726525182155
Meta:5586ae51-ed8e-4c4f-a2ba-98b61c35dbe0,Meta,Research Scientist Intern - Multimodal Contextual AI - PhD,"Redmond, WA",,https://www.metacareers.com/jobs/2160167211413098,,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:5586ae51-ed8e-4c4f-a2ba-98b61c35dbe0|speedyapply:SpeedyApply AI:https://www.metacareers.com/jobs/2160167211413098
Meta:https://www.metacareers.com/jobs/1418337243438665,Meta,Research Scientist Intern - NMR Analysis Automation,"Redmond, WA",,https://www.metacareers.com/jobs/1418337243438665,,2026-07-08T14:36:08+00:00,,false,,,,false,speedyapply:SpeedyApply AI:https://www.metacareers.com/jobs/1418337243438665
Meta:https://www.metacareers.com/jobs/1710381673750348,Meta,Research Scientist Intern - Optical System Design - PhD,"Redmond, WA",,https://www.metacareers.com/jobs/1710381673750348,,2026-07-07T05:59:38+00:00,,false,,,,false,speedyapply:SpeedyApply AI:https://www.metacareers.com/jobs/1710381673750348
Meta:7d40282a-e5d1-4104-ba34-426064c6790a,Meta,Research Scientist Intern - Photorealistic Telepresence,"London, UK",AI/ML/Data,https://www.metacareers.com/jobs/924149567345400,2026-06-17,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:7d40282a-e5d1-4104-ba34-426064c6790a
Meta:e2e48bac-63bc-4318-9576-1e112d693b8d,Meta,Research Scientist Intern - Photorealistic Telepresence - PhD,"Sausalito, CA +2",,https://www.metacareers.com/jobs/2022109075207025,,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:e2e48bac-63bc-4318-9576-1e112d693b8d|speedyapply:SpeedyApply AI:https://www.metacareers.com/jobs/2022109075207025
Meta:92102d77-8574-46bc-b529-80e4985b7bbf,Meta,Research Scientist Intern - State Estimation for Dexterous Manipulation - PhD,"Redmond, WA",,https://www.metacareers.com/jobs/2774289902955470,,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:92102d77-8574-46bc-b529-80e4985b7bbf|speedyapply:SpeedyApply AI:https://www.metacareers.com/jobs/2774289902955470
Meta:de215e2c-25b9-4713-90e5-31dba65622de,Meta,Research Scientist Intern PhD - Applied Research,"Menlo Park, CA",,https://www.metacareers.com/jobs/2633206137040139,,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:de215e2c-25b9-4713-90e5-31dba65622de|speedyapply:SpeedyApply AI:https://www.metacareers.com/jobs/2633206137040139
Meta:1009dc2c-0870-44a9-a48f-4ac0b57cd856,Meta,"Research Scientist Intern, Advanced Materials for Soft Robotics (PhD)","Redmond, WA",Hardware Engineering,https://www.metacareers.com/profile/job_details/25514049594874160,2025-12-10,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:1009dc2c-0870-44a9-a48f-4ac0b57cd856
Meta:41b49e0b-6452-42a9-8893-0d31db922126,Meta,"Research Scientist Intern, Computational Chemist","Redmond, WA","Data Science, AI & Machine Learning",https://www.metacareers.com/profile/job_details/2059739221232640,2025-12-10,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:41b49e0b-6452-42a9-8893-0d31db922126
