job_key,company,title,location,department,urls,date_posted,first_seen,track,scored,score_method,experience_score,reason,emailed,source_uids
Lila Sciences:d3eb0017-4b7c-45b9-bb73-96df9e032168,Lila Sciences,AI Residency Program - Material Science - 2026 Cohort,"Cambridge, MA USA",,https://job-boards.greenhouse.io/lilasciences/jobs/4031379009,,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:d3eb0017-4b7c-45b9-bb73-96df9e032168|speedyapply:SpeedyApply AI:https://job-boards.greenhouse.io/lilasciences/jobs/4031379009
Lila Sciences:6328a189-9c8c-4d76-a8c2-02dc892720ae,Lila Sciences,Automation Co-op,"Cambridge, MA",AI/ML/Data,https://job-boards.greenhouse.io/lilasciences/jobs/4287004009,2026-06-25,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:6328a189-9c8c-4d76-a8c2-02dc892720ae
Lila Sciences:c625bdf8-bb79-49ff-ad24-a9edc7c39f8d,Lila Sciences,Autonomous SEM Co-op,"Cambridge, MA",AI/ML/Data,https://job-boards.greenhouse.io/lilasciences/jobs/4300246009,2026-07-01,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:c625bdf8-bb79-49ff-ad24-a9edc7c39f8d
Lila Sciences:https://job-boards.greenhouse.io/lilasciences/jobs/4280945009,Lila Sciences,Co-Op - AI Security,"Cambridge, MA USA",,https://job-boards.greenhouse.io/lilasciences/jobs/4280945009,,2026-07-07T05:59:38+00:00,,false,,,,false,speedyapply:SpeedyApply AI:https://job-boards.greenhouse.io/lilasciences/jobs/4280945009
Lila Sciences:https://job-boards.greenhouse.io/lilasciences/jobs/4289387009,Lila Sciences,Co-Op - LS AI - ML Scientist for Protein Engineering,"San Francisco, CA USA",,https://job-boards.greenhouse.io/lilasciences/jobs/4289387009,,2026-07-07T05:59:38+00:00,,false,,,,false,speedyapply:SpeedyApply AI:https://job-boards.greenhouse.io/lilasciences/jobs/4289387009
Lila Sciences:fb0ceea6-ceca-4077-a4d8-a6446bce7359,Lila Sciences,Co-op - Machine Learning for Digital Twins,"Cambridge, MA USA",,https://job-boards.greenhouse.io/lilasciences/jobs/4280809009,,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:fb0ceea6-ceca-4077-a4d8-a6446bce7359|speedyapply:SpeedyApply AI:https://job-boards.greenhouse.io/lilasciences/jobs/4280809009
Lila Sciences:https://job-boards.greenhouse.io/lilasciences/jobs/4294212009,Lila Sciences,Co-Op - ML Scientist for Biology,"San Francisco, CA USA",,https://job-boards.greenhouse.io/lilasciences/jobs/4294212009,,2026-07-07T05:59:38+00:00,,false,,,,false,speedyapply:SpeedyApply AI:https://job-boards.greenhouse.io/lilasciences/jobs/4294212009
Lila Sciences:https://job-boards.greenhouse.io/lilasciences/jobs/4286512009,Lila Sciences,Co-Op - Software Product Management,"Cambridge, MA USA",,https://job-boards.greenhouse.io/lilasciences/jobs/4286512009,,2026-07-07T05:59:38+00:00,,false,,,,false,speedyapply:SpeedyApply SWE:https://job-boards.greenhouse.io/lilasciences/jobs/4286512009
Lila Sciences:9e574735-06f4-4fc3-9c22-deedc214c2ea,Lila Sciences,Data Extraction Co-op,"Cambridge, MA",AI/ML/Data,https://job-boards.greenhouse.io/lilasciences/jobs/4280811009,2026-06-11,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:9e574735-06f4-4fc3-9c22-deedc214c2ea
Lila Sciences:https://job-boards.greenhouse.io/lilasciences/jobs/4116672009,Lila Sciences,Machine Learning Scientist I/II - Multi-Modal Scientific Reasonings,"Cambridge, MA USA",,https://job-boards.greenhouse.io/lilasciences/jobs/4116672009,,2026-07-07T05:59:38+00:00,,false,,,,false,speedyapply:SpeedyApply AI:https://job-boards.greenhouse.io/lilasciences/jobs/4116672009
Lila Sciences:https://job-boards.greenhouse.io/lilasciences/jobs/4052832009,Lila Sciences,ML Research Scientist I/II - Multimodal Data Extraction,"Cambridge, MA USA",,https://job-boards.greenhouse.io/lilasciences/jobs/4052832009,,2026-07-07T05:59:38+00:00,,false,,,,false,speedyapply:SpeedyApply AI:https://job-boards.greenhouse.io/lilasciences/jobs/4052832009
Lila Sciences:https://job-boards.greenhouse.io/lilasciences/jobs/4222051009,Lila Sciences,ML Scientist I / II - Foundation Models for Life Sciences,"San Francisco, CA",,https://job-boards.greenhouse.io/lilasciences/jobs/4222051009,,2026-07-07T05:59:38+00:00,,false,,,,false,speedyapply:SpeedyApply AI:https://job-boards.greenhouse.io/lilasciences/jobs/4222051009
Lila Sciences:2e18112f-57a1-49b7-875b-0cdd6cd55e8d,Lila Sciences,Next Gen Engineering Co-Op,"Cambridge, MA",Hardware,https://job-boards.greenhouse.io/lilasciences/jobs/4289960009,2026-06-25,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:2e18112f-57a1-49b7-875b-0cdd6cd55e8d
Lila Sciences:https://job-boards.greenhouse.io/lilasciences/jobs/4110163009,Lila Sciences,Research Scientist I/II - AI for Process Engineering,"Cambridge, MA USA",,https://job-boards.greenhouse.io/lilasciences/jobs/4110163009,,2026-07-08T02:45:08+00:00,,false,,,,false,speedyapply:SpeedyApply AI:https://job-boards.greenhouse.io/lilasciences/jobs/4110163009
Lila Sciences:https://job-boards.greenhouse.io/lilasciences/jobs/4243144009,Lila Sciences,Research Scientist I/II - Multiscale & Multiphysics Simulations,"Cambridge, MA USA",,https://job-boards.greenhouse.io/lilasciences/jobs/4243144009,,2026-07-07T05:59:38+00:00,,false,,,,false,speedyapply:SpeedyApply AI:https://job-boards.greenhouse.io/lilasciences/jobs/4243144009
